age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio
31,0,5.7,38542,558,0.4,18,9346,0,0,0,2,4,51000,15.42,0.242,1.323,0.441
29,0,9.9,177667,716,7.5,134,73069,0,0,0,2,3,100000,10.62,0.411,0.563,0.188
42,0,18.3,91439,682,4.9,272,27957,0,0,0,0,3,48500,17.52,0.306,0.53,0.177
18,0,0.0,18116,599,0.8,75,9503,1,1,0,2,2,13500,16.4,0.525,0.745,0.248
43,0,12.3,30485,677,16.8,185,4495,0,0,0,1,3,25400,10.32,0.147,0.833,0.278
36,2,0.3,32345,623,2.6,247,7654,0,1,0,1,5,16800,12.97,0.237,0.519,0.173
32,0,0.7,52692,685,1.9,167,10060,0,0,0,2,0,60500,11.73,0.191,1.148,0.383
18,0,0.0,16479,687,0.8,124,2147,0,0,0,0,3,13100,17.64,0.13,0.795,0.265
24,0,3.8,15000,630,0.5,118,6758,0,0,0,1,3,10300,12.12,0.451,0.687,0.229
47,2,1.9,57229,765,7.2,1012,26710,0,0,0,2,2,62500,8.16,0.467,1.092,0.364
27,1,1.3,47370,590,5.9,7364,16315,1,1,0,2,0,67300,15.04,0.344,1.421,0.474
50,0,4.0,26076,592,0.6,11,11237,1,4,0,2,0,14800,16.99,0.431,0.568,0.189
45,0,6.2,54675,761,11.1,1748,14253,0,0,0,1,0,49200,7.03,0.261,0.9,0.3
19,0,0.9,38481,592,1.7,1320,12454,0,1,1,1,0,27900,13.05,0.324,0.725,0.242
18,1,1.0,27507,661,0.3,40,9191,0,0,0,0,3,24000,18.41,0.334,0.873,0.291
18,1,1.0,76440,648,0.7,35,33731,0,1,0,1,3,35400,11.5,0.441,0.463,0.154
36,0,16.6,33546,698,1.7,106,7089,0,1,0,1,4,25500,9.61,0.211,0.76,0.253
39,0,1.2,22303,655,16.8,7692,10784,0,1,0,0,0,13500,18.44,0.484,0.605,0.202
46,0,4.6,120634,766,27.3,1758,9982,0,0,0,0,0,70000,15.17,0.083,0.58,0.193
37,2,1.5,15797,685,9.8,213,12637,0,0,0,2,2,21800,12.51,0.8,1.38,0.46
40,0,3.9,32022,723,14.6,4901,14547,0,0,0,2,5,30600,10.98,0.454,0.956,0.319
18,0,0.0,16702,589,1.8,149,1175,0,0,0,0,2,8000,22.53,0.07,0.479,0.16
37,0,1.6,52153,560,14.9,2500,20258,0,1,0,1,4,17400,13.17,0.388,0.334,0.111
61,0,28.8,117353,749,5.1,1944,23664,0,0,1,1,4,50000,7.98,0.202,0.426,0.142
44,0,20.0,22277,541,0.5,32,2790,1,0,1,2,3,1000,16.92,0.125,0.045,0.015
27,0,0.3,17141,627,1.2,966,1634,0,1,0,2,1,3200,13.68,0.095,0.187,0.062
44,0,16.2,28960,581,12.0,3285,8008,1,3,0,2,5,36100,16.52,0.277,1.247,0.416
22,0,0.4,20150,545,2.8,125,5736,1,1,0,0,5,26600,21.36,0.285,1.32,0.44
32,1,4.4,49928,664,10.1,1851,12982,0,0,0,2,1,31500,11.86,0.26,0.631,0.21
50,0,10.7,35335,693,16.7,105333,8166,0,0,1,0,3,9200,18.48,0.231,0.26,0.087
30,1,2.5,141151,637,7.1,1303,7536,0,2,0,0,0,70000,19.19,0.053,0.496,0.165
28,1,4.2,70977,623,2.9,511,18100,0,0,0,2,0,27500,13.17,0.255,0.387,0.129
20,0,0.6,20326,527,1.2,8,3897,0,3,0,1,0,12200,14.14,0.192,0.6,0.2
48,1,14.6,33594,587,2.9,1597,6165,0,3,0,0,0,46000,22.85,0.184,1.369,0.456
46,0,0.1,149399,671,11.6,30560,45922,0,0,0,1,2,47100,9.79,0.307,0.315,0.105
30,0,7.2,66634,664,5.5,1069,16249,0,0,1,1,2,43000,9.02,0.244,0.645,0.215
33,1,8.6,168403,666,3.6,3823,37659,0,0,0,2,5,100000,11.55,0.224,0.594,0.198
32,1,5.8,30312,595,4.2,805,9464,0,1,0,2,2,37000,15.54,0.312,1.221,0.407
38,0,17.8,89813,719,6.5,311,4839,0,1,0,0,2,23600,15.96,0.054,0.263,0.088
41,0,10.4,57375,694,4.7,13373,7966,0,0,0,0,3,33900,17.18,0.139,0.591,0.197
53,0,21.8,33032,621,10.9,1078,13962,0,1,0,1,1,15100,12.73,0.423,0.457,0.152
28,0,6.5,64997,630,1.3,46,12833,0,0,0,1,1,27600,11.31,0.197,0.425,0.142
56,2,1.5,15000,566,20.8,3338,3004,1,1,0,1,1,5000,14.72,0.2,0.333,0.111
69,1,6.2,46905,619,9.9,310,13440,0,2,0,0,3,11200,19.55,0.287,0.239,0.08
23,0,1.8,51126,648,0.7,12,22695,0,2,0,2,0,39200,14.45,0.444,0.767,0.256
23,0,0.3,58397,628,0.1,15,30025,0,1,0,0,2,15800,19.1,0.514,0.271,0.09
42,0,19.5,67972,744,22.1,1697,14396,0,0,0,2,4,100000,10.72,0.212,1.471,0.49
41,0,1.6,69029,587,8.3,60,6125,0,0,0,2,5,100000,16.63,0.089,1.449,0.483
40,1,6.7,86766,581,13.1,6975,52066,0,1,1,1,4,26600,14.29,0.6,0.307,0.102
26,0,7.9,38258,651,3.1,467,9019,0,1,0,0,4,7700,18.22,0.236,0.201,0.067
29,0,0.2,38952,600,4.3,697,6378,0,2,0,2,1,10400,13.75,0.164,0.267,0.089
46,0,24.6,41933,728,25.5,953,11856,0,0,0,0,2,26400,17.15,0.283,0.63,0.21
62,0,3.8,58545,772,15.5,5000,9408,0,0,0,0,0,7700,14.8,0.161,0.132,0.044
18,0,0.0,37674,535,0.7,2,12824,0,2,0,0,3,29900,22.41,0.34,0.794,0.265
28,0,2.5,23192,612,1.3,26,1442,0,0,0,2,2,6700,13.58,0.062,0.289,0.096
18,0,0.0,33143,677,1.8,335,4440,0,0,0,2,3,12200,11.93,0.134,0.368,0.123
37,0,9.7,20257,549,4.8,591,2710,0,1,0,1,5,14800,13.69,0.134,0.731,0.244
38,0,1.1,21288,694,8.0,1709,11819,0,0,0,0,5,20500,17.71,0.555,0.963,0.321
41,0,4.1,67740,691,14.4,5226,6052,0,1,0,2,2,24400,12.53,0.089,0.36,0.12
37,0,2.4,86831,788,2.6,819,33069,0,0,0,1,4,50000,6.16,0.381,0.576,0.192
41,1,15.9,74292,592,1.6,163,40491,0,0,0,1,3,26500,13.69,0.545,0.357,0.119
18,0,0.0,28135,634,1.2,37,4787,0,2,0,2,0,25300,14.17,0.17,0.899,0.3
24,0,3.3,27604,651,1.7,54,6309,0,0,0,1,3,6000,9.07,0.229,0.217,0.072
26,1,3.3,42874,704,0.1,37,21151,0,0,0,0,3,20000,17.37,0.493,0.466,0.155
33,0,8.2,39383,676,2.2,42,5381,0,0,0,0,5,45200,18.75,0.137,1.148,0.383
23,0,3.9,18945,634,0.3,7,10276,0,0,0,0,3,19700,19.99,0.542,1.04,0.347
38,0,6.0,39601,706,17.2,7605,1752,0,0,0,0,4,13500,15.84,0.044,0.341,0.114
18,0,0.0,15000,662,0.3,35,4381,0,0,0,2,2,27800,11.42,0.292,1.853,0.618
30,0,6.6,63393,722,4.5,10567,22103,0,0,0,1,0,37300,7.87,0.349,0.588,0.196
18,1,1.0,43539,559,1.0,16,16315,0,0,0,2,2,6700,15.27,0.375,0.154,0.051
22,0,3.2,27818,636,2.4,107,5706,0,0,0,2,0,31000,14.86,0.205,1.114,0.371
38,0,16.1,47802,674,7.9,19146,5017,0,0,0,1,5,24500,10.72,0.105,0.513,0.171
36,2,0.3,15000,738,6.7,35,1787,0,0,0,1,0,9800,7.55,0.119,0.653,0.218
52,0,4.0,41392,736,26.5,798,12646,0,0,0,1,0,18800,7.5,0.306,0.454,0.151
53,0,2.2,46424,670,25.9,498,12074,0,0,0,2,1,14800,12.46,0.26,0.319,0.106
22,0,0.6,25974,574,2.3,327,9184,0,4,0,2,1,27400,15.81,0.354,1.055,0.352
18,0,0.0,22958,606,2.0,67,6055,0,2,0,2,3,13700,13.35,0.264,0.597,0.199
18,1,1.0,44977,516,1.3,197,9216,0,1,0,2,4,39900,16.79,0.205,0.887,0.296
48,0,5.3,44421,716,13.3,5023,15232,0,1,0,0,2,43500,16.31,0.343,0.979,0.326
51,0,13.6,34776,700,26.6,19670,14549,0,1,0,1,3,28600,9.22,0.418,0.822,0.274
36,0,11.8,82178,652,3.3,791,49489,0,0,0,0,2,30900,17.46,0.602,0.376,0.125
18,0,0.0,24178,679,0.3,24,3304,0,0,0,0,4,30600,17.51,0.137,1.266,0.422
52,2,0.4,21979,673,6.7,530,2099,0,0,0,0,5,2200,18.97,0.096,0.1,0.033
20,2,1.4,53961,655,0.8,153,7558,0,0,0,0,2,5400,18.91,0.14,0.1,0.033
41,0,11.0,79208,667,13.7,5426,26948,0,0,0,0,2,3800,17.64,0.34,0.048,0.016
44,1,17.6,55016,727,10.5,898,11990,0,0,0,2,3,94000,10.2,0.218,1.709,0.57
41,0,7.5,44836,650,18.8,715,12321,0,1,0,0,4,3200,18.25,0.275,0.071,0.024
31,0,0.8,27072,667,10.6,5755,18746,0,0,0,1,5,17300,9.07,0.692,0.639,0.213
18,0,0.0,15000,579,1.7,10,10017,0,0,0,0,3,14200,21.85,0.668,0.947,0.316
22,0,2.0,33841,542,3.0,68,18318,0,2,1,1,4,11600,13.4,0.541,0.343,0.114
41,0,20.3,26762,625,21.0,829,7861,0,1,0,2,5,44900,14.61,0.294,1.678,0.559
44,0,3.2,46946,635,17.3,2475,24821,0,0,0,0,5,36400,20.58,0.529,0.775,0.258
50,0,21.9,30195,641,28.7,9294,8226,0,2,0,1,5,15300,11.8,0.272,0.507,0.169
33,1,2.3,85391,707,3.8,116,14823,0,0,0,1,2,16800,8.06,0.174,0.197,0.066
43,0,11.4,47228,714,14.2,3905,5650,0,0,0,2,1,6200,9.79,0.12,0.131,0.044
33,0,2.7,62155,784,13.8,534,19898,0,1,0,0,3,8600,15.94,0.32,0.138,0.046
21,1,1.0,48981,610,1.5,108,11748,0,0,0,2,5,39700,13.58,0.24,0.811,0.27
39,1,11.4,138673,775,20.0,681,36200,0,0,1,0,4,20400,15.68,0.261,0.147,0.049
25,0,5.0,18080,464,6.4,538,9580,0,2,0,0,2,2300,21.18,0.53,0.127,0.042
39,0,14.1,76423,590,4.3,14013,18024,0,0,1,2,2,67900,16.09,0.236,0.888,0.296
28,0,4.6,24072,687,2.4,987,8465,0,0,0,0,1,5000,18.7,0.352,0.208,0.069
26,2,0.9,15000,632,4.0,310,4045,0,3,0,0,2,1500,20.75,0.27,0.1,0.033
25,0,6.2,16404,652,5.7,1116,6532,0,0,0,2,5,16100,12.07,0.398,0.981,0.327
42,0,2.1,52042,603,0.9,643,29190,0,1,0,1,5,11400,11.41,0.561,0.219,0.073
33,0,11.2,15000,582,9.7,100,5584,0,1,0,1,2,6900,14.56,0.372,0.46,0.153
44,0,16.9,53281,693,21.0,373,15349,0,0,0,0,0,31000,18.53,0.288,0.582,0.194
51,2,1.8,46867,850,29.1,13366,5943,0,1,0,0,3,4700,14.52,0.127,0.1,0.033
31,0,9.4,17748,585,8.6,4203,1888,0,1,0,0,0,11400,22.02,0.106,0.642,0.214
33,0,8.1,25045,677,5.7,1475,7092,0,0,0,1,0,13500,10.11,0.283,0.539,0.18
20,2,0.2,15000,571,0.0,0,5494,0,1,1,0,1,1500,21.71,0.366,0.1,0.033
43,0,8.5,68495,736,5.1,416,18538,0,0,0,2,5,4700,9.75,0.271,0.069,0.023
31,1,8.2,48811,649,12.7,2527,14984,0,0,0,2,2,73700,13.69,0.307,1.51,0.503
32,0,7.2,51244,718,0.1,17,24999,0,0,1,2,3,77300,10.11,0.488,1.508,0.503
28,1,1.9,53153,682,1.4,92,2696,0,0,0,2,5,93300,12.56,0.051,1.755,0.585
28,0,8.4,91890,520,3.5,739,7554,0,0,0,0,5,24200,21.32,0.082,0.263,0.088
33,0,6.6,22503,645,8.7,98,5644,0,0,0,0,2,7500,19.16,0.251,0.333,0.111
18,0,0.0,43038,539,1.6,92,13214,0,0,0,2,4,58000,15.67,0.307,1.348,0.449
47,0,19.1,21307,695,11.9,154,7615,0,0,0,1,3,6200,10.95,0.357,0.291,0.097
20,0,1.4,23435,542,1.6,39,5049,0,0,0,2,5,7500,16.59,0.215,0.32,0.107
40,0,1.8,41925,627,7.3,1163,6585,0,3,0,0,5,56200,19.35,0.157,1.34,0.447
25,0,0.5,44164,526,1.7,278,15444,0,0,0,2,2,76600,15.49,0.35,1.734,0.578
18,0,0.0,15000,681,0.5,0,2315,0,0,0,0,5,15100,18.11,0.154,1.007,0.336
54,0,33.6,67036,598,8.2,911,2664,0,1,0,0,5,49600,21.7,0.04,0.74,0.247
35,1,9.9,36687,712,12.4,16643,13644,0,0,0,2,4,4400,10.74,0.372,0.12,0.04
31,1,3.5,24196,664,8.7,60750,16959,0,0,0,0,2,16000,18.86,0.701,0.661,0.22
41,1,2.1,36157,733,8.6,203,6907,0,0,0,2,0,35800,11.26,0.191,0.99,0.33
23,0,0.4,15160,601,2.7,149,2911,0,0,0,1,2,7200,12.25,0.192,0.475,0.158
39,2,0.4,25623,526,9.5,1775,3884,0,2,2,2,1,11500,16.76,0.152,0.449,0.15
56,0,10.7,76248,695,26.6,15167,34921,0,0,0,1,0,23600,9.11,0.458,0.31,0.103
27,0,0.1,29874,611,4.5,1316,12469,0,0,0,2,2,14900,13.18,0.417,0.499,0.166
33,0,2.5,54965,633,6.7,1369,17326,0,0,0,0,0,18800,20.95,0.315,0.342,0.114
18,0,0.0,24902,524,1.6,195,10044,0,0,1,1,2,20100,14.54,0.403,0.807,0.269
36,0,15.9,27985,585,17.9,320,14250,0,0,0,2,0,44900,16.47,0.509,1.604,0.535
44,1,13.4,24014,597,9.1,327,1925,0,2,0,1,5,19800,14.12,0.08,0.825,0.275
44,1,17.1,80181,708,22.1,6387,47286,0,0,0,1,3,18200,8.18,0.59,0.227,0.076
40,0,5.8,40050,662,14.2,857,17625,1,2,0,0,1,25900,18.98,0.44,0.647,0.216
39,0,20.6,49634,574,17.0,81,35038,0,1,0,2,5,67200,16.02,0.706,1.354,0.451
28,2,1.9,15000,581,4.2,488,2686,0,1,1,2,5,10500,16.43,0.179,0.7,0.233
25,0,5.8,37676,592,6.1,165,9483,0,2,1,0,0,1700,22.86,0.252,0.045,0.015
42,2,0.8,30848,588,22.3,4785,11191,0,1,1,2,3,12000,16.1,0.363,0.389,0.13
37,0,9.6,32975,653,14.2,305,16292,0,0,0,0,0,18800,18.66,0.494,0.57,0.19
27,0,1.2,34506,634,7.4,2677,12622,0,0,0,1,4,13900,11.18,0.366,0.403,0.134
19,0,0.6,30522,637,1.7,83,13221,0,1,0,0,2,33600,19.03,0.433,1.101,0.367
40,0,5.2,90424,704,4.8,6101,12303,0,0,0,0,1,70000,16.14,0.136,0.774,0.258
25,0,4.9,24675,502,1.5,480,7974,0,0,0,1,3,10400,13.73,0.323,0.421,0.14
30,0,0.0,52191,556,9.3,1038,12664,0,1,0,2,3,16900,16.29,0.243,0.324,0.108
38,0,6.3,30486,662,17.3,866,12729,0,0,0,0,0,1800,17.86,0.418,0.059,0.02
28,0,3.2,31980,677,1.8,467,17557,0,0,0,2,5,62800,12.49,0.549,1.964,0.655
31,0,11.0,35479,645,7.1,512,13496,0,0,0,0,2,8500,19.53,0.38,0.24,0.08
23,1,1.0,37279,652,4.1,3609,26807,1,0,0,0,2,11000,17.42,0.719,0.295,0.098
48,1,18.4,47183,657,6.8,864,17595,0,0,0,1,1,24900,9.21,0.373,0.528,0.176
30,0,7.1,16911,647,8.7,123,1441,0,2,0,0,3,18500,20.68,0.085,1.094,0.365
18,2,0.1,18721,544,0.6,19,103,0,1,0,0,5,1900,22.7,0.006,0.101,0.034
37,0,18.8,34320,654,7.7,1115,15159,0,0,0,0,3,45500,18.46,0.442,1.326,0.442
50,0,11.3,25302,629,16.3,6210,10463,0,0,0,1,5,22200,12.8,0.414,0.877,0.292
63,0,6.8,75485,666,20.2,9286,12040,0,0,0,2,2,79100,12.74,0.16,1.048,0.349
33,0,13.4,31612,705,0.1,50,10745,0,0,0,2,2,23300,9.76,0.34,0.737,0.246
60,0,2.0,114921,662,12.9,21565,19189,0,0,0,0,1,70000,18.35,0.167,0.609,0.203
46,1,12.9,53445,822,27.6,10256,6880,0,0,0,0,4,38500,15.44,0.129,0.72,0.24
28,1,4.7,41063,604,2.5,280,25135,0,0,0,0,2,52500,20.32,0.612,1.279,0.426
18,0,0.0,49777,686,1.0,487,15061,0,1,0,0,5,27800,18.28,0.303,0.558,0.186
25,0,0.2,22741,602,5.2,127,3043,0,1,0,0,4,11700,19.78,0.134,0.514,0.171
20,0,1.5,15000,593,0.3,66,1125,0,0,0,0,1,3800,21.1,0.075,0.253,0.084
43,0,4.1,20566,626,14.1,129,1844,0,0,0,2,3,15500,13.64,0.09,0.754,0.251
18,1,1.0,59609,564,0.2,67,26021,0,0,0,2,2,55700,15.71,0.437,0.934,0.311
33,0,8.4,29663,666,0.6,32,8248,0,0,0,0,5,500,19.0,0.278,0.017,0.006
37,1,9.4,87156,639,10.4,2025,2834,0,1,0,1,2,50000,11.05,0.033,0.574,0.191
28,0,1.6,15035,690,1.3,6,3275,0,0,0,0,1,19900,18.56,0.218,1.324,0.441
38,0,17.4,78508,575,10.3,482,20877,0,0,1,2,1,45100,15.47,0.266,0.574,0.191
44,1,14.6,31987,657,19.8,14962,3219,0,1,0,0,4,15800,18.59,0.101,0.494,0.165
25,0,7.0,50810,681,2.4,210,5440,0,0,0,2,0,59800,12.3,0.107,1.177,0.392
29,2,1.0,23945,654,1.3,638,5970,0,0,0,2,1,43200,11.57,0.249,1.804,0.601
41,1,18.7,79661,674,6.0,1584,15582,0,1,0,0,2,60800,17.57,0.196,0.763,0.254
33,1,8.2,131478,610,7.2,20346,5635,0,0,0,1,3,50000,12.0,0.043,0.38,0.127
36,0,5.9,29277,587,0.6,39,964,0,2,1,2,0,36300,15.83,0.033,1.24,0.413
37,0,14.3,70385,645,14.1,3158,28473,0,1,0,0,5,66800,20.02,0.405,0.949,0.316
35,0,5.5,39919,700,14.7,4084,5500,0,0,0,2,5,7200,11.05,0.138,0.18,0.06
45,0,20.0,53636,725,2.6,228,4830,0,0,0,0,2,41300,16.83,0.09,0.77,0.257
33,0,14.9,40270,719,8.4,2241,23098,0,0,0,1,1,38000,8.15,0.574,0.944,0.315
52,0,25.3,141890,797,16.8,7727,59996,0,0,0,2,3,2100,9.29,0.423,0.015,0.005
45,0,25.7,79115,695,10.4,4269,23843,0,0,0,2,3,26700,12.65,0.301,0.337,0.112
42,1,14.8,116802,681,5.3,506,16312,0,0,0,0,0,10200,17.4,0.14,0.087,0.029
18,0,0.0,15000,544,0.7,7,7305,0,1,1,0,5,12400,22.51,0.487,0.827,0.276
29,1,6.3,63525,658,6.9,2004,14410,0,0,0,2,4,16200,12.98,0.227,0.255,0.085
28,0,9.0,43709,629,0.3,29,10664,0,0,1,2,2,53600,13.48,0.244,1.226,0.409
40,1,7.6,64375,627,4.1,725,22200,0,0,0,0,2,39700,19.18,0.345,0.617,0.206
30,1,4.8,53795,519,10.6,2716,8308,0,0,1,1,5,17800,14.24,0.154,0.331,0.11
39,0,10.3,41410,611,13.2,4583,7610,0,0,0,0,1,3700,19.93,0.184,0.089,0.03
25,2,0.4,50946,744,2.5,569,20704,0,0,0,2,3,65200,10.35,0.406,1.28,0.427
36,0,16.0,19980,674,11.5,1021,8510,0,0,0,2,3,28300,11.37,0.426,1.416,0.472
30,2,0.1,66793,611,4.8,1089,27935,0,0,0,2,3,25100,13.05,0.418,0.376,0.125
40,0,7.7,43658,681,15.7,1398,7408,0,0,1,2,2,45500,12.33,0.17,1.042,0.347
40,0,10.0,39319,660,10.8,72,2046,0,0,0,2,3,19700,11.81,0.052,0.501,0.167
23,1,1.0,78667,647,0.3,100,34760,0,2,1,2,4,100000,14.88,0.442,1.271,0.424
48,1,7.1,37416,730,10.7,5050,22991,0,1,0,2,2,50100,9.8,0.614,1.339,0.446
23,0,0.7,60150,538,1.3,106,3289,0,1,0,0,4,40800,22.55,0.055,0.678,0.226
35,0,4.1,39441,603,5.2,2195,18670,0,0,0,1,2,6300,12.41,0.473,0.16,0.053
59,0,6.7,70879,650,1.2,299,28211,0,0,1,0,2,51900,18.77,0.398,0.732,0.244
27,0,2.9,59373,572,1.9,267,5839,0,2,0,0,5,70000,21.58,0.098,1.179,0.393
32,0,2.9,25967,564,12.6,875,5673,0,0,0,1,5,8400,13.93,0.218,0.323,0.108
29,2,0.2,42907,688,0.8,492,8962,0,1,1,0,4,4300,18.81,0.209,0.1,0.033
23,0,1.3,15000,661,2.2,16,1064,0,1,0,1,4,5700,9.29,0.071,0.38,0.127
46,1,19.5,38716,611,5.6,2470,1804,0,2,0,2,1,75700,14.52,0.047,1.955,0.652
40,1,13.5,133655,681,5.4,704,43631,0,0,0,0,5,70000,18.36,0.326,0.524,0.175
38,0,4.0,49199,645,0.9,820,12918,0,1,0,2,5,16500,14.6,0.263,0.335,0.112
52,0,18.7,62146,764,0.3,44,22999,0,0,0,1,2,26100,6.73,0.37,0.42,0.14
44,0,19.9,145263,687,14.2,1597,18690,0,0,0,0,5,70000,17.44,0.129,0.482,0.161
30,0,2.5,22526,719,1.1,98,8795,0,0,0,2,3,41800,10.53,0.39,1.856,0.619
31,0,7.6,23465,732,1.9,77,5126,0,0,0,1,3,11800,7.68,0.218,0.503,0.168
18,1,1.0,21361,719,0.7,28,4549,0,0,0,2,4,37400,11.38,0.213,1.751,0.584
33,0,14.4,37279,607,1.1,31,3243,0,0,0,2,3,31200,14.4,0.087,0.837,0.279
42,0,9.4,19030,657,14.9,508,2588,0,0,0,0,5,2100,17.55,0.136,0.11,0.037
36,0,4.1,26339,555,14.5,2266,13165,1,2,1,1,5,17800,13.33,0.5,0.676,0.225
55,2,1.7,65076,619,24.9,11851,47955,0,1,0,2,5,26300,14.54,0.737,0.404,0.135
38,1,13.1,15000,628,3.9,92,2862,0,1,0,1,4,6800,12.76,0.191,0.453,0.151
28,0,0.3,17640,552,5.8,354,7782,1,1,0,1,5,15200,13.73,0.441,0.862,0.287
44,1,2.4,139417,635,11.7,3946,67340,0,1,0,2,2,17200,13.2,0.483,0.123,0.041
49,0,8.7,116088,802,16.5,2283,32642,0,0,1,2,2,31100,9.13,0.281,0.268,0.089
37,1,3.9,44843,611,14.3,2917,18732,0,1,0,2,5,60200,13.62,0.418,1.342,0.447
62,0,25.7,87992,616,25.9,1477,34936,0,5,0,2,5,90100,14.78,0.397,1.024,0.341
31,0,13.0,19156,694,2.9,69,6201,0,0,0,1,4,18100,9.48,0.324,0.945,0.315
44,0,25.9,38491,716,5.9,293,15513,0,0,0,0,5,12600,16.21,0.403,0.327,0.109
32,0,10.7,35332,769,4.6,18,6992,0,0,0,1,2,10100,6.99,0.198,0.286,0.095
40,0,17.0,48694,623,11.6,95,12825,0,0,1,2,2,73500,14.39,0.263,1.509,0.503
44,0,25.6,59402,696,14.3,5855,6407,0,0,0,2,3,12900,12.76,0.108,0.217,0.072
45,0,1.0,46775,632,15.0,5034,20207,0,1,0,1,5,23900,12.59,0.432,0.511,0.17
44,1,11.1,53640,645,3.0,50,7235,0,2,0,0,4,49800,19.67,0.135,0.928,0.309
18,2,1.2,20943,671,0.7,37,4823,0,0,0,0,1,2100,17.57,0.23,0.1,0.033
32,1,7.5,37374,668,0.7,166,7946,0,0,0,0,0,46500,18.08,0.213,1.244,0.415
36,1,1.5,113059,700,1.3,44,1270,0,0,0,2,1,65300,9.84,0.011,0.578,0.193
27,0,0.6,15000,573,3.8,162,1902,0,0,0,2,2,25400,16.5,0.127,1.693,0.564
30,0,8.9,50513,651,6.4,130,7186,0,0,0,0,1,53700,17.66,0.142,1.063,0.354
26,0,5.4,50020,721,5.6,52,19085,0,0,0,0,4,24900,16.54,0.382,0.498,0.166
41,0,10.8,31499,661,21.8,575,16735,0,0,0,2,2,45500,12.38,0.531,1.444,0.481
39,1,7.7,47672,681,12.9,896,18266,0,0,0,0,1,49200,18.05,0.383,1.032,0.344
19,0,0.8,43788,584,1.9,449,10775,1,1,0,2,5,61800,15.32,0.246,1.411,0.47
41,1,15.2,74102,687,11.3,1873,22073,0,1,0,2,0,5100,12.22,0.298,0.069,0.023
47,0,28.0,96260,768,17.4,3294,14152,0,1,0,2,0,74100,8.09,0.147,0.77,0.257
41,0,12.0,40569,649,3.7,565,16007,0,0,0,0,5,56200,19.41,0.395,1.385,0.462
27,0,3.1,43345,634,3.9,331,18805,0,1,0,0,0,26700,19.72,0.434,0.616,0.205
65,0,2.7,42494,633,10.7,56,15474,0,1,0,1,4,28000,11.54,0.364,0.659,0.22
32,0,2.0,88354,636,9.5,428,30431,0,0,0,2,2,100000,13.88,0.344,1.132,0.377
44,0,20.2,76659,652,14.7,2636,42682,0,0,0,2,2,13300,12.14,0.557,0.173,0.058
42,1,9.3,26052,650,20.7,11914,12486,1,1,0,1,1,5000,10.69,0.479,0.192,0.064
20,0,1.7,18486,597,0.7,13,1129,0,1,0,1,5,12200,13.57,0.061,0.66,0.22
25,0,4.7,19011,644,3.9,85,4000,0,0,1,0,4,13200,20.71,0.21,0.694,0.231
25,1,1.6,38703,622,2.8,51,4913,0,4,0,2,3,66500,13.44,0.127,1.718,0.573
56,0,35.1,49838,734,16.0,22751,13416,0,0,0,0,0,15900,15.61,0.269,0.319,0.106
30,0,2.7,28729,525,3.1,229,14414,0,2,0,2,0,45800,15.32,0.502,1.594,0.531
59,0,7.8,169773,717,12.6,13150,118104,0,1,0,0,1,62900,16.78,0.696,0.37,0.123
29,0,3.4,50496,594,3.1,945,19868,0,2,0,2,2,62700,15.95,0.393,1.242,0.414
18,0,0.0,56169,595,0.0,0,14645,0,1,1,2,1,82400,17.0,0.261,1.467,0.489
41,1,6.7,49491,636,13.7,496,29406,0,0,0,1,5,30800,12.17,0.594,0.622,0.207
36,0,5.9,75172,681,6.2,1935,13103,0,0,0,2,2,100000,12.67,0.174,1.33,0.443
37,1,3.7,83388,661,2.1,2010,12823,1,0,0,0,5,70000,17.38,0.154,0.839,0.28
42,0,14.6,116643,637,0.9,18,8691,0,0,2,2,0,78200,13.9,0.075,0.67,0.223
46,2,0.0,22479,642,19.7,692,6152,0,0,0,2,4,12900,13.59,0.274,0.574,0.191
28,0,5.1,21181,556,0.7,106,10725,0,3,0,2,5,11900,16.49,0.506,0.562,0.187
45,1,21.0,50732,605,21.7,7436,19021,0,0,0,0,5,40900,19.28,0.375,0.806,0.269
29,1,4.0,66405,591,5.0,2198,21451,0,1,0,0,5,70000,22.6,0.323,1.054,0.351
21,0,2.8,19455,633,0.3,8,6520,0,0,0,1,0,17100,12.58,0.335,0.879,0.293
23,0,1.9,15000,641,0.7,177,3050,0,1,0,0,2,14800,19.19,0.203,0.987,0.329
37,0,11.5,54903,650,4.7,1297,8117,0,0,0,2,2,100000,11.01,0.148,1.821,0.607
41,0,19.1,55262,654,1.7,2005,7618,0,0,1,1,5,40600,9.25,0.138,0.735,0.245
41,2,0.4,40136,681,5.8,7860,4240,0,0,0,0,0,4000,18.04,0.106,0.1,0.033
35,2,0.6,17012,651,8.3,16,8683,0,1,0,0,5,1700,18.33,0.51,0.1,0.033
39,0,9.6,67170,686,20.0,9294,5465,0,0,0,0,3,39000,18.98,0.081,0.581,0.194
27,0,7.9,25269,589,4.4,45,3190,0,0,0,1,5,11800,14.95,0.126,0.467,0.156
19,0,0.3,59816,599,0.0,0,35379,0,0,0,0,5,70000,21.19,0.591,1.17,0.39
38,0,11.9,16777,698,6.8,63,2771,0,0,0,0,4,12600,17.71,0.165,0.751,0.25
